Time [s],Power [W]
1.1954090595245361,5.3
1.2254629135131836,5.3
1.2611279487609863,5.3
1.2952449321746826,5.3
1.3259310722351074,5.3
1.3617758750915527,5.3
1.3930130004882812,5.3
1.4272818565368652,5.3
1.4627389907836914,5.3
1.493433952331543,5.3
1.5253360271453857,5.3
1.5612869262695312,5.3
1.5939829349517822,5.3
1.626121997833252,5.3
1.6575438976287842,5.3
1.6943809986114502,5.3
1.7252318859100342,5.3
1.7571380138397217,5.3
1.7943170070648193,5.3
1.8255720138549805,5.3
1.8573479652404785,5.3
1.8937759399414062,5.3
1.9264559745788574,5.3
1.9582109451293945,5.3
1.994201898574829,5.3
2.025951862335205,5.3
2.057244062423706,5.3
2.0932769775390625,5.3
2.1259829998016357,5.3
2.157809019088745,5.3
2.1936328411102295,5.3
2.225754976272583,5.3
2.2571258544921875,5.3
2.293099880218506,5.3
2.326227903366089,5.3
2.357672929763794,5.3
2.3939108848571777,5.3
2.42535400390625,5.3
2.4571869373321533,5.3
2.494158983230591,5.3
2.5254099369049072,5.3
2.557313919067383,5.3
2.5930728912353516,5.3
2.625875949859619,5.3
2.6572320461273193,5.3
2.6935179233551025,5.3
2.72607684135437,5.3
2.757819890975952,5.3
2.7935800552368164,5.3
2.826793909072876,5.3
2.8579249382019043,5.3
2.8896210193634033,5.3
2.92590594291687,5.3
2.957663059234619,5.3
2.9894769191741943,5.3
3.026041030883789,5.3
3.0577778816223145,5.3
3.089768886566162,5.3
3.125187873840332,5.3
3.158046007156372,5.3
3.18977689743042,5.3
3.2259600162506104,5.3
3.259160041809082,5.3
3.290158987045288,5.3
3.3261468410491943,5.3
3.3578250408172607,5.9
3.3895390033721924,5.4
3.4264659881591797,5.4
3.4580800533294678,5.4
3.491654872894287,5.4
3.526902914047241,5.4
3.5592448711395264,5.4
3.590005874633789,5.4
3.625994920730591,5.4
3.658705949783325,5.4
3.6914310455322266,5.4
3.726201057434082,5.4
3.759675979614258,5.4
3.790242910385132,5.4
3.8275039196014404,5.4
3.8614208698272705,5.4
3.8906068801879883,5.4
3.9260690212249756,5.4
3.9589438438415527,5.4
3.989804983139038,5.4
4.025650978088379,5.4
4.059968948364258,5.4
4.091537952423096,5.4
4.127317905426025,5.4
4.15922999382019,5.4
4.192280054092407,5.4
4.224184989929199,5.4
4.259379863739014,5.4
4.2922890186309814,5.4
4.32453989982605,5.4
4.359267950057983,5.4
4.391933917999268,5.4
4.42317795753479,5.4
4.458952903747559,5.4
4.4932780265808105,5.4
4.524126052856445,5.4
4.5594398975372314,5.4
4.591706037521362,5.4
4.623388051986694,5.4
4.659090995788574,5.4
4.691256999969482,5.4
4.724371910095215,5.4
4.759289026260376,5.4
4.791987895965576,5.4
4.823138952255249,5.4
4.858973979949951,5.4
4.891993999481201,5.4
4.923398017883301,5.4
4.958636999130249,5.4
4.990895986557007,5.4
5.021784067153931,5.4
5.059377908706665,5.4
5.089637994766235,5.4
5.12125301361084,5.4
5.158488988876343,5.4
5.189363956451416,5.4
5.221444845199585,5.4
5.260311841964722,5.4
5.291964054107666,5.4
5.321439981460571,5.4
5.358223915100098,5.4
5.390716075897217,5.4
5.422051906585693,5.4
5.453070878982544,5.4
5.492251873016357,5.4
5.52166485786438,5.4
5.553093910217285,5.4
5.589309930801392,5.4
5.621669054031372,5.4
5.653517007827759,5.4
5.6894190311431885,5.4
5.721724987030029,5.4
5.754114866256714,5.4
5.789214849472046,5.4
5.8213958740234375,5.4
5.85362696647644,5.4
5.890851020812988,5.4
5.92162299156189,5.4
5.953563928604126,5.4
5.989269018173218,5.4
6.021327018737793,5.4
6.054585933685303,5.4
6.090357065200806,5.4
6.12185001373291,5.4
6.153707027435303,5.4
6.189729928970337,5.4
6.221739053726196,5.4
6.253061056137085,5.4
6.289335012435913,5.4
6.321835994720459,5.4
6.3536858558654785,5.4
6.390176057815552,5.4
6.422857999801636,5.4
6.453705072402954,5.4
6.4896399974823,5.4
6.521100997924805,5.4
6.553189992904663,5.4
6.589794874191284,5.4
6.621891021728516,5.4
6.6542809009552,5.4
6.689578056335449,5.4
6.7215540409088135,5.4
6.7547218799591064,5.4
6.785722017288208,5.4
6.821959972381592,5.4
6.85392689704895,5.4
6.886584043502808,5.4
6.922168016433716,5.4
6.953974008560181,5.4
6.986968040466309,5.4
7.021816968917847,5.4
7.053039073944092,5.4
7.085414886474609,5.4
